time,a,b,c,d,e,f,g,h,i,j,k,m,n,o,p,q,r,s,t
1561962060000,0,87,12655.9,42.23,14.06,39.82,32.7,46.21,41,15.35,71.33,78.44,60.01,72.16,26,25.58,22.06,0,18.06731171
1561962120000,0,78,12705.6,42.26,14.22,39.83,33.12,46.06,41.06,10.69,70.43,78.58,60.65,72.35,26.01,25.58,22.08,1,22.03779151
1561962180000,0,69,12754,42.22,14.4,39.86,32.83,45.91,41.1,14.72,69.73,79.09,60.93,72.48,25.98,25.52,22.06,0,20.77017348
1561962240000,0,71,12797.7,42.27,14.04,39.99,32.63,46,41.07,16.85,69.16,79.21,59.3,72.63,25.99,25.58,22.05,0,19.44759576
1561962300000,0,75.5,12853.5,42.28,13.87,40.04,31.36,46.12,41.07,10.55,68.57,78.89,57.4,72.42,25.95,25.47,22.01,1,18.7651201
1561962360000,0,80,12898.8,42.37,14.4,40.05,30.14,45.98,41.22,10.09,68.06,78.59,58.01,72.27,25.97,25.52,22.05,0,23.2545307
1561962420000,0,68,12945.9,42.29,14.45,40.1,28.16,46.02,40.98,10.03,67.19,79.14,60.53,72.49,26,25.54,22.09,0,20.76933211
1561962480000,0,70.5,12992.5,42.24,14.25,40.14,26.67,46.2,40.88,13.69,67.36,78.79,60.97,72.27,25.93,25.5,22.02,0,19.44741303
1561962540000,0,73,13032,42.31,14.43,40.08,24.93,46.02,40.99,13.55,68.23,78.86,57.9,72.26,25.96,25.49,22.01,0,18.06704954
1561962600000,0,57,13074.9,42.38,14.07,40.07,23.9,46.14,41.26,11.03,68.94,78.05,56.07,71.97,25.93,25.4,22.04,1,22.03718716
1561962660000,0,61.5,13118.2,42.31,13.97,39.85,23.8,46.2,41,12.99,69.68,78.34,58.1,72.2,26,25.55,22.11,0,20.77017315
1561962720000,0,66,13167.2,42.21,14.1,39.69,24.32,46.18,41.06,10.12,70.32,78.61,60.55,72.23,25.95,25.37,22.04,0,19.44774829
1561962780000,0,69,13209.8,42.2,13.7,39.72,24.57,46.22,41.16,8.74,71.49,78.53,59.92,72.32,25.95,25.52,22.04,0,18.0671529
1561962840000,0,63.5,13245.4,42.11,14.05,39.7,25.04,46.21,41,9.79,71.65,78.91,58.1,72.28,25.94,25.52,22.02,1,20.76940236
1561962900000,0,58,13276.8,42.07,13.74,39.62,25.57,46.19,41.11,10.33,71.5,78.99,58.74,72.43,25.93,25.59,21.98,0,21.41011244
1561962960000,0,47,13313.5,42,14.06,39.42,26.52,46.18,40.94,9.67,71.51,78.63,60.86,72.37,25.97,25.53,22.06,0,19.44750422
1561963020000,0,54.5,13353,41.82,14,39.32,26.95,46.15,41.02,7.92,70.93,78.94,62.25,72.51,26,25.59,22.09,0,18.76489229
1561963080000,0,62,13379.6,41.82,14.03,39.56,26.86,46.27,41.06,7.83,70.02,79.43,61.32,72.92,25.96,25.49,22.04,1,19.44806101
1561963140000,0,37,13409.5,41.91,14.01,39.88,26.19,46.1,41.02,9.12,69.19,79.37,59.43,72.72,25.94,25.48,21.99,0,22.03793876
1561963200000,0,45.5,13446.4,41.84,14.04,39.54,25.87,46.14,41.02,9.58,68.36,78.97,57.85,72.61,25.97,25.54,22.09,0,20.11593431
1561963260000,0,54,13500.5,41.8,13.3,37.23,25.62,46.43,41.01,9.12,66.98,78.79,58.46,72.33,26.61,26.19,22.93,0,18.76484077
1561963320000,0,92,13561.7,41.24,11.83,35.06,26.3,46.44,40.99,10.27,66,78.22,58.33,72.05,26.88,26.38,23.35,1,21.41069505
1561963380000,0,67,13577.9,40.54,11.35,33.34,25.54,46.55,41,7.12,65.06,77.58,56.4,71.57,26.95,26.64,23.5,0,21.41059843
1561963440000,0,42,13589,39.57,10.33,31.66,24.28,46.68,40.97,8.17,65.22,76.75,52.12,70.92,26.97,26.57,23.61,0,20.11626746
1561963500000,0,19,13609.2,38.61,9.9,30.49,24.02,46.55,41.02,10.66,65.61,75.83,46.34,69.97,26.93,26.5,23.58,0,18.76487229
1561963560000,0,19.5,13617.4,37.63,9.86,30.08,24.47,46.46,41.09,10.49,66.76,73.79,42.92,68.65,26.8,26.41,23.47,1,19.44758562
1561963620000,0,20,13637.6,36.74,10.69,30.14,25.85,46.31,40.93,10.34,68.57,72.64,43.93,67.85,26.59,26.22,23.28,0,22.65181333
1561963680000,0,42,13676.8,36.03,10.22,30.14,28.58,46.44,40.9,11.6,70.14,72.11,49.44,67.46,26.47,26.05,23.16,0,20.11608787
1561963740000,0,44,13707,35.41,10.57,30.21,30.16,46.24,40.94,12.61,71.35,72.25,55.65,67.49,26.35,25.92,23.05,0,18.7646975
1561963800000,0,46,13751.9,34.77,10.69,30.15,30.64,46.11,41.02,17.06,72.51,72.91,59.11,67.87,26.22,25.79,22.91,1,18.06724416
1561963860000,0,74,13806.3,34.34,10.58,30.23,29.96,46.08,40.96,19.74,72.94,73.9,60.39,68.83,26.18,25.81,22.87,0,22.65230435
1561963920000,0,73.5,13851.5,33.86,10.37,30.32,27.79,45.93,41.04,17.3,72.3,75.29,62,70.16,26.02,25.62,22.69,0,20.11610774
1561963980000,0,73,13874.2,33.4,10.46,30.26,23.44,46.08,40.94,15.18,70.92,76.82,61.92,71.14,26,25.69,22.65,0,18.76478839
1561964040000,0,29,13886.8,33.1,10.5,30.43,17.83,46.01,40.99,16.63,69.06,77.62,58.53,71.46,25.91,25.52,22.55,0,18.06688187
1561964100000,0,23,13897.2,33,10.28,30.85,12.32,46.12,41.02,16.09,67.54,77.17,53.73,71.52,25.89,25.58,22.51,1,21.41065715
1561964160000,0,17,13914.7,32.93,10.42,31.45,8.48,46.11,40.98,18.39,65.85,77.06,51.79,71.05,25.79,25.35,22.44,0,20.76931773
1561964220000,0,27,13935,33.09,10.33,32.19,7.62,46.25,40.95,19.82,64.3,76.46,51.75,70.82,25.81,25.46,22.44,0,19.44764376
1561964280000,0,24,13946.7,33.25,10.64,32.83,8.39,46.38,40.94,18.53,63.86,75.65,49.14,70.07,25.82,25.43,22.46,1,18.06663679
1561964340000,0,21,13957.3,33.62,10.38,33.42,12.66,46.33,41.05,19.94,64.47,74.09,46.03,68.82,25.88,25.54,22.49,0,22.65177258
1561964400000,0,12,13965.7,34,10.32,33.94,19.5,46.28,40.95,18.41,65.31,73.47,47.6,68.33,25.84,25.45,22.48,0,20.7694705
1561964460000,0,18.5,13984.7,34.31,10.45,34.18,27.66,46.7,40.88,18,65.98,73.78,53.62,68.57,25.94,25.52,22.59,0,19.44794819
1561964520000,0,25,14009.9,34.71,10.3,34.51,34.56,46.44,41.04,18.85,67.07,73.66,56.12,68.53,26,25.59,22.68,0,18.06746946
1561964580000,0,38,14037.8,35.04,10.4,34.63,39.83,46.14,40.99,22.36,68.6,73.82,55.25,68.66,26.01,25.66,22.64,1,21.41012623
1561964640000,0,41.5,14066.6,35.33,10.73,34.61,42.61,46.26,41.05,20,70.42,74.35,56.36,69.33,26.03,25.55,22.69,0,20.76935555
1561964700000,0,45,14101,35.54,10.69,34.46,41.96,46.06,41.02,19.15,71.8,76.16,59.78,70.47,26.08,25.65,22.74,0,19.44734733
1561964760000,0,54,14144.2,35.51,10.43,34.12,38.22,45.84,40.83,23.45,72.41,76.81,61.78,70.95,26.12,25.75,22.78,1,18.06655047
1561964820000,0,61.5,14190,35.65,10.7,34.01,32.03,45.93,40.96,24.48,73.16,76.73,58.43,71.02,26.1,25.71,22.79,0,22.65214025
1561964880000,0,69,14228.3,35.58,10.92,33.68,24.33,45.98,41.03,25.83,73.01,77.24,54.2,70.99,26.04,25.56,22.71,0,20.7701589
1561964940000,0,52,14259.2,35.42,10.44,33.36,16.67,46.04,40.93,24.03,72.05,76.82,52.73,70.86,26.05,25.67,22.71,0,19.4482646
1561965000000,0,55,14298.1,35.24,10.27,32.96,10.05,46.11,40.89,23.79,70.96,76.03,51.41,70.32,26.04,25.69,22.72,0,18.06737465
1561965060000,0,58,14330.6,35.04,10.32,32.51,5.16,46.22,41.06,21.41,69.55,74.78,49.87,69.35,26.02,25.64,22.7,1,22.03790372
1561965120000,0,43,14364.7,34.79,10.21,32.28,3.81,46.27,40.98,23.65,68.31,74.35,49.96,68.86,26.01,25.64,22.68,0,20.77029569
1561965180000,0,48.5,14395.8,34.63,10.3,31.96,5.6,46.44,41.17,24.54,66.78,73.84,51.67,68.7,25.98,25.56,22.64,0,19.44775744
1561965240000,0,54,14424.4,34.32,10.24,31.82,9.34,46.44,41.08,23.73,65.72,73.96,53.27,68.76,26.01,25.58,22.69,0,18.06713392
1561965300000,0,41,14451.7,34.13,10.01,31.69,15,46.56,41.1,25.54,64.73,73.58,53.65,68.69,25.99,25.57,22.69,1,20.76937137
1561965360000,0,40,14476.2,34,9.88,31.93,21.76,46.51,41.01,27.7,64.14,74.04,54.35,68.97,25.9,25.51,22.59,0,21.41047354
1561965420000,0,39,14491.5,33.92,10.2,32.15,27.98,46.22,41.12,28.36,64.28,74.42,55.67,69.21,25.83,25.37,22.5,0,19.44798113
1561965480000,0,19,14498.2,33.63,10.08,32.08,34.15,46.29,40.78,28.97,65.57,75.01,56.46,69.63,25.82,25.42,22.47,0,18.06674757
1561965540000,0,12,14501.8,33.72,10.34,32.36,38.22,46.22,40.91,25.36,66.96,75.44,55.8,69.99,25.8,25.37,22.47,1,22.03798993
1561965600000,0,5,14508.8,33.65,10.4,32.55,39.78,46.1,40.91,24.89,68.53,75.58,55.14,69.97,25.82,25.33,22.49,0,20.77023639
1561965660000,0,12,14519.9,33.81,10.58,32.86,39.05,45.87,40.98,26.89,70.08,75.81,54.35,70.04,25.82,25.42,22.48,0,19.44742462
1561965720000,0,14,14530.9,33.91,10.31,33.13,37.21,45.86,40.85,26.85,71.43,75.19,52.97,69.69,25.9,25.58,22.54,0,18.06666377
1561965780000,0,16,14546.8,34.2,10.76,33.36,33.48,46,41.04,25.52,72.62,74.76,52.15,69.46,25.95,25.57,22.6,1,20.77000469
1561965840000,0,27,14566,34.37,10.43,33.46,28.8,45.85,40.89,27.25,73.55,74.38,54.49,69.28,25.93,25.52,22.59,0,21.40979928
1561965900000,0,30,14589.7,34.48,10.46,33.5,24.24,45.75,40.94,28.94,73.6,74.64,57.11,69.36,25.96,25.61,22.63,0,19.44741939
1561965960000,0,33,14616.6,34.56,10.22,33.38,18.78,46,40.96,27.66,72.57,75.08,56.42,69.55,25.99,25.69,22.64,0,18.76483474
1561966020000,0,44,14642.3,34.71,10.46,33.5,13.98,46.06,41.03,27.97,71.03,74.7,52.61,69.37,25.89,25.47,22.59,1,22.03793772
1561966080000,0,38.5,14664.5,34.69,10.7,33.24,9.96,46.21,41.03,26.91,68.79,74.39,51.2,69.31,25.93,25.39,22.63,0,20.76939039
1561966140000,0,33,14689.3,34.69,10.13,33.1,8,46.23,41.11,27.82,66.62,74.84,54.21,69.59,25.97,25.54,22.66,0,19.44809357
1561966200000,0,35,14713.9,34.54,10.33,32.93,7.43,46.48,40.92,29.51,64.89,75.04,57.39,69.63,25.97,25.48,22.65,0,18.06692188
1561966260000,0,37.5,14740.1,34.63,10.1,33.03,7.83,46.32,41.13,30.55,63.25,75.57,56.36,69.8,25.92,25.5,22.59,1,20.7694628
1561966320000,0,40,14759.8,34.48,9.82,32.84,9.76,46.32,40.99,31.78,62.71,74.74,52.7,69.57,25.91,25.5,22.59,0,21.4099468
1561966380000,0,29,14779.7,34.46,9.91,32.73,13.27,46.4,41.02,31.82,63.35,74.59,51.04,69.5,25.88,25.4,22.57,0,19.44730985
1561966440000,0,25.5,14792.6,34.45,9.89,32.64,19.11,46.52,41.11,34.33,65.01,74.72,53.4,69.55,25.9,25.46,22.59,0,18.76467986
1561966500000,0,22,14807.5,34.36,9.94,32.74,26.18,46.5,40.88,34.89,67.07,75.09,55.72,69.74,25.91,25.47,22.57,1,22.0371862
1561966560000,0,25,14829.3,34.3,9.94,32.88,31.4,46.23,40.81,30.79,69.01,75.13,52.74,69.58,25.92,25.58,22.58,0,20.77027118
1561966620000,0,30.5,14850.8,34.33,10.35,32.73,35.97,46.27,41.14,32.99,70.98,74.26,49.2,68.85,25.88,25.46,22.54,0,19.44764762
1561966680000,0,36,14860.5,34.31,10.48,32.87,40.48,45.99,40.87,36.55,72.5,73.72,49.97,68.67,25.87,25.47,22.54,0,18.06682948
1561966740000,0,18,14879,34.3,10.43,32.9,42.87,46.09,41.04,33.21,73.37,74.62,55.93,69.41,25.89,25.48,22.56,1,20.76942417
1561966800000,0,22.5,14897.4,34.25,10.84,32.88,42.14,45.89,40.98,31.89,73.94,75.19,58.85,69.54,25.91,25.5,22.6,0,21.41004462
1561966860000,0,27,14920.2,34.4,10.82,33.16,38.61,45.81,40.98,33.86,73.41,75.15,58.04,69.6,25.89,25.48,22.57,0,19.44766828
1561966920000,0,32,14938.9,34.42,10.52,33.08,33.39,45.84,41.04,35,72.36,75.41,56.65,70.04,25.88,25.43,22.56,0,18.06724932
1561966980000,0,25.5,14951.2,34.41,10.61,33.11,25.15,45.94,41.07,32.92,70.23,76.23,56.68,70.65,25.88,25.51,22.54,1,22.03733914
1561967040000,0,19,14965.7,34.37,10.62,33.08,17.31,45.98,41.11,36.19,68.11,76.4,57.05,70.64,25.85,25.54,22.5,0,20.77021629
1561967100000,0,21,14979.3,34.4,10.4,32.94,9.13,45.99,40.99,35.57,66.02,75.66,55.74,70.32,25.84,25.45,22.5,0,19.44803847
1561967160000,0,20.5,14989.8,34.33,10.07,32.83,3.17,46.16,40.91,37.48,64.58,75.55,53.22,70.33,25.91,25.61,22.55,0,18.06708745
1561967220000,0,20,15001.9,34.33,10.37,32.75,0.29,46.23,41.05,40.69,63.77,75.67,51.07,70.08,25.88,25.51,22.54,1,20.76986376
1561967280000,0,19,15015.8,34.37,10.13,32.87,1.7,46.48,40.94,38.26,63.81,74.5,49.77,69.3,25.94,25.55,22.6,0,21.40971875
1561967340000,0,23.5,15036.4,34.4,9.82,32.89,5.75,46.54,41,35.23,64.54,73.78,48.41,68.79,25.98,25.53,22.64,0,19.44736511
1561967400000,0,28,15055,34.48,10.13,33.18,12.44,46.61,40.81,36,66.05,73.25,48.92,68.18,25.93,25.56,22.6,0,18.06737487
1561967460000,0,25,15069.6,34.45,9.99,33.04,21.36,46.65,40.94,38.93,67.23,73.38,52.06,68.18,25.92,25.51,22.56,1,22.03794434
1561967520000,0,26.5,15088.8,34.41,9.83,33.06,30.63,46.43,40.86,36.79,68.8,73.51,55.33,68.46,25.95,25.65,22.6,0,20.7693138
1561967580000,0,28,15104.5,34.48,10.21,32.91,38.42,46.28,40.98,37.17,70.8,73.8,56.5,68.6,25.93,25.51,22.59,0,19.4473567
1561967640000,0,23,15125.7,34.44,10.02,33.04,44.34,46.07,40.87,38.75,72.32,73.74,58.08,68.88,25.97,25.56,22.64,0,18.06708017
1561967700000,0,29,15145.9,34.47,10.35,33.04,46.39,46.08,41.02,37.88,73.15,74.75,60.87,69.85,25.93,25.54,22.61,1,20.76981592
1561967760000,0,35,15157.6,34.48,10.21,32.99,44.39,45.94,41.13,37.78,73.61,76.26,60.96,70.73,25.9,25.51,22.55,0,21.40997404
1561967820000,0,15,15173.8,34.48,10.61,33.04,38.72,45.81,41.04,40.48,73.29,77.16,57.21,70.96,25.9,25.46,22.56,0,19.44793863
1561967880000,0,21,15189.2,34.44,10.68,32.88,31.22,45.71,40.99,40.77,71.92,76.89,53.66,70.93,25.89,25.43,22.56,0,18.06669912
1561967940000,0,27,15204.5,34.3,9.91,32.85,23.44,45.87,40.83,40.72,70.58,76.12,53.24,70.38,25.91,25.5,22.56,1,22.03702397
1561968000000,0,22,15222.4,34.44,10.36,32.96,15.62,45.97,41.08,39.55,69.08,75.51,53.27,70.18,25.99,25.53,22.65,0,20.76977291
1561968060000,0,25.5,15241.9,34.42,10.45,32.93,8.62,45.92,40.99,38.67,67.4,75.22,53.27,69.64,26.01,25.6,22.66,0,19.44756252
1561968120000,0,29,15265,34.44,10.34,33.04,3.78,46.05,40.93,39.88,65.78,74.72,51,69.3,25.96,25.58,22.62,0,18.06680382
1561968180000,0,36,15287.7,34.54,10.3,33.07,1.9,46.13,41.11,42.21,64.74,73.75,48.55,68.54,25.96,25.6,22.62,1,20.115727
1561968240000,0,35,15310.4,34.54,10.05,33.2,3.63,46.42,40.98,41.32,64.57,72.77,49.24,68,25.95,25.61,22.59,0,21.41044625
1561968300000,0,34,15323.4,34.54,10.01,33.22,7.8,46.41,40.86,40.26,64.72,73.6,54.4,68.69,25.93,25.62,22.56,0,19.44818616
1561968360000,0,17,15334.3,34.55,10.1,33.06,13.41,46.65,40.94,42.98,65.65,74.68,57.15,69.2,25.91,25.57,22.54,0,18.06745111
1561968420000,0,20.5,15350.7,34.61,10.29,33.1,20.2,46.44,40.99,45.64,67.01,74.31,56.36,69.04,25.9,25.51,22.56,1,22.03729559
1561968480000,0,24,15366.1,34.52,9.87,32.9,27.42,46.44,40.99,45.48,68.79,74.58,54.83,69.41,25.9,25.54,22.56,0,20.76933196
1561968540000,0,23,15384.4,34.4,10.45,32.67,32.84,46.34,41,41.69,69.96,75.02,57.08,69.87,25.92,25.44,22.61,0,19.44760625
1561968600000,0,29.5,15410.7,34.39,10.02,32.52,37.23,46.31,41.01,43.9,71.1,76.08,59.46,70.57,26,25.68,22.66,0,18.06748205
1561968660000,0,36,15430.3,34.3,10.44,32.66,39.45,46.18,41.05,46.71,72.01,76.43,56.54,70.67,25.89,25.35,22.57,1,20.11624915
1561968720000,0,26,15445.2,34.41,10.46,32.84,39.17,45.92,41.08,45.85,72.28,75.89,51.67,70.11,25.95,25.57,22.59,0,21.41068765
1561968780000,0,27.5,15466.5,34.32,10.54,32.84,37,45.83,40.91,44.31,71.95,75.43,50.29,69.92,25.97,25.7,22.64,0,19.4481959
1561968840000,0,29,15485.8,34.37,10.25,32.97,33.53,45.92,41.01,41.42,70.8,75.16,53.2,69.75,25.93,25.43,22.61,0,18.06664103
1561968900000,0,29,15505.4,34.46,10.33,33.24,28.59,45.82,40.98,43.27,69.67,74.87,54,69.43,25.95,25.58,22.6,1,22.03757979
1561968960000,0,24.5,15517.2,34.59,10.5,33.36,24.04,45.81,41.09,45.81,68.48,74.1,52.52,68.91,25.92,25.61,22.56,0,20.7700326
1561969020000,0,20,15530,34.61,10.43,33.37,20.01,46.03,40.94,46.28,67.18,73.7,53.72,68.81,25.91,25.57,22.55,0,19.44776528
1561969080000,0,21,15542.5,34.59,10.66,33.22,15.71,46,40.96,46.63,66.19,74.62,56.45,69.37,25.94,25.63,22.58,1,18.06698567
1561969140000,0,25,15564.8,34.57,10.48,33.08,12.52,46.16,40.95,49.69,65.57,75.14,55.74,69.6,25.94,25.56,22.6,0,22.652153
1561969200000,0,29,15584.6,34.57,10.23,32.9,10.43,46.04,41.04,50.08,65.33,74.71,53.29,69.4,25.93,25.55,22.58,0,20.76953796
1561969260000,0,28,15600.5,34.51,10.4,32.82,9.7,46.15,40.98,46.26,65.28,74.75,54.14,69.59,25.87,25.4,22.53,0,18.76493577
1561969320000,0,27.5,15619.8,34.34,9.91,32.52,11.05,46.46,40.9,46.21,65.43,75.38,57.08,70.04,25.92,25.59,22.58,0,18.067264
1561969380000,0,27,15642.3,34.33,10.12,32.63,13.28,46.44,40.93,47.89,66.57,75.43,55.42,70,25.96,25.6,22.62,1,21.41017633
1561969440000,0,36,15664.1,34.22,10.22,32.58,15.98,46.4,40.89,48.01,67.61,75.03,50.97,69.56,25.89,25.41,22.57,0,20.77016902
1561969500000,0,31.09,15683.82,34.19,10.26,32.64,20.74,46.39,40.91,48.32,69.35,74.57,50.85,69.16,25.92,25.53,22.6,0,19.44807391
1561969560000,0,27,15701.67,34.32,10.22,32.82,25.56,46.27,41.14,48.41,70.94,74.56,53.98,69.21,25.92,25.6,22.58,1,18.06728841
1561969620000,0,25,15715.7,34.36,10.24,32.88,30.16,46.27,41.01,49.76,71.98,74.78,55.83,69.56,25.96,25.64,22.61,0,22.65237709
1561969680000,0,29,15738.1,34.42,10.34,32.98,33.96,46.25,41.09,51.15,72.32,74.59,55.06,69.21,25.96,25.51,22.65,0,20.11631271
1561969740000,0,33,15761.6,34.41,10.05,33.03,36.14,46.25,40.94,50.9,72.01,74.71,53.67,69.43,25.97,25.55,22.63,0,18.7651823
1561969800000,0,31,15778.4,34.43,10.27,33.06,37.32,46.07,41.01,50.55,70.93,74.56,53.89,69.37,25.91,25.5,22.58,1,19.44751704
1561969860000,0,28,15795.5,34.52,10.76,33.07,35.52,45.93,40.97,49.4,70.02,74.93,56.44,69.44,25.9,25.54,22.57,0,22.65170286
1561969920000,0,25,15810.9,34.51,10.42,32.96,32.45,45.95,41.02,52.21,69.21,74.87,57.83,69.53,25.98,25.63,22.62,0,20.11627605
1561969980000,0,27,15834.1,34.45,10.57,33.04,27.43,45.88,41.02,52.25,68.42,75.07,56.85,69.84,25.98,25.6,22.61,0,18.76488613
1561970040000,0,29.5,15854.9,34.52,10.53,33.23,22.42,45.93,41.02,50.56,67.67,75.24,55.81,69.88,25.93,25.57,22.59,1,18.06672294
1561970100000,0,32,15869.4,34.53,10.7,33.27,16.34,46.08,40.92,52.19,66.95,75.78,53.9,70.04,25.88,25.46,22.54,0,22.65247389
1561970160000,0,17,15878.3,34.51,10.4,33.22,12.23,46.03,41.13,54.34,66.56,75.04,52.09,69.59,25.86,25.45,22.51,0,20.11582453
1561970220000,0,16,15890.2,34.48,10.54,32.87,10.42,46.21,41.09,54.3,66.26,74.69,52.08,69.41,25.9,25.43,22.55,0,18.7646418
1561970280000,0,15,15908.1,34.49,10.25,32.99,9.9,46.25,40.9,52.25,66.73,74.1,52.76,68.86,25.94,25.5,22.59,1,19.44829293
1561970340000,0,26,15922,34.42,9.94,32.86,10.78,46.33,41.06,53.53,66.99,74.46,52.89,68.95,25.9,25.4,22.55,0,22.03760958
1561970400000,0,24.5,15938,34.42,10.38,32.92,13.49,46.5,41.02,53.03,67.41,74.1,53.42,68.8,25.87,25.39,22.55,0,20.11591802
1561970460000,0,23,15950.5,34.34,10.17,32.96,17.99,46.41,41,54.78,68.36,73.95,53.49,68.93,25.89,25.5,22.53,0,18.76520581
1561970520000,0,19,15963.5,34.38,10.38,33.05,22.8,46.32,40.91,57.26,68.82,74.3,54.18,69.12,25.89,25.35,22.54,1,20.76939445
1561970580000,0,23,15982.1,34.4,10.07,33.05,27.8,46.41,40.93,57.18,69.46,74.6,56.25,69.38,25.91,25.51,22.56,0,21.40977246
1561970640000,0,27,15996,34.45,9.96,32.89,31.23,46.17,40.96,57.92,69.94,74.87,58.17,69.71,25.9,25.53,22.55,0,19.44818267
1561970700000,0,18,16007.7,34.49,10.48,33.16,34.24,46.15,40.97,58.93,69.98,75.68,58.27,70.12,25.87,25.49,22.54,0,18.06662607
1561970760000,0,19.5,16023.2,34.43,10.31,33.12,35.09,46.16,41.09,58.05,70.1,76.03,55.78,70.26,25.89,25.45,22.52,1,22.03741276
1561970820000,0,20.64,16035.45,34.45,10.5,33.25,34.55,45.86,40.88,56.04,70.24,75.58,52.55,69.94,25.89,25.51,22.51,0,20.76994383
1561970880000,0,17,16045.44,34.66,10.76,33.3,32.57,46,41.12,52.83,70.23,75.01,52.24,69.67,25.89,25.44,22.54,0,19.44741631
1561970940000,0,20,16061.2,34.56,10.77,33.09,30.02,46.09,41.03,52.56,69.61,75.13,55.17,69.82,25.94,25.52,22.57,0,18.06703054
1561971000000,0,23,16078.2,34.57,10.85,33.17,26.22,46.07,40.9,56.24,68.84,75.63,56.33,69.93,25.96,25.58,22.6,1,20.77015806
1561971060000,0,27,16104,34.73,10.88,33.34,22.17,46.13,41.05,58.99,67.84,75.39,53.06,69.53,25.96,25.51,22.6,0,21.41050088
1561971120000,0,30.27,16122.55,34.78,10.46,33.31,18.37,46.18,41.1,58.07,67.49,73.84,50.27,68.79,25.91,25.55,22.53,0,19.44810551
1561971180000,0,33,16140.44,34.77,10.39,33.26,16.32,46.14,40.95,56.83,67.28,74.24,53.34,69.09,25.98,25.62,22.6,0,18.06721672
1561971240000,0,25,16152.6,34.79,10.55,33.15,14.92,46.05,41.13,55.96,67.11,75.3,58.4,69.86,25.96,25.53,22.58,1,22.03715642
1561971300000,0,24.5,16171.8,34.73,10.76,33.1,13.13,46.29,40.93,56.98,66.94,75.65,58.1,69.93,26,25.6,22.64,0,20.77002763
1561971360000,0,25.45,16201,34.73,10.58,33.24,12.75,46.42,40.96,57.91,67.41,75.18,52.76,69.77,25.99,25.66,22.61,0,18.76521721
1561971420000,0,40,16220.78,34.73,10.07,33.27,13.65,46.26,40.91,57.36,67.91,74.8,52.32,69.67,25.94,25.46,22.58,1,18.76452822
1561971480000,0,33.5,16238.6,34.64,10.38,33.17,15.32,46.39,40.92,56.13,68.16,75.76,57.04,70.17,25.95,25.53,22.59,0,22.65232408
1561971540000,0,27,16258.8,34.62,10.38,32.97,18.24,46.57,40.99,56.36,68.76,76.1,58.11,70.37,25.95,25.6,22.59,0,20.1156117
1561971600000,0,28,16284.1,34.74,10.44,33.24,21.59,46.34,40.97,57.78,69.41,75.65,53.15,69.92,25.99,25.65,22.63,0,18.76506533
1561971660000,0,35.5,16309.7,34.7,10.38,33.11,25.04,46.37,41.07,54.97,70.15,74.99,50.74,69.57,25.95,25.54,22.58,1,20.1154788
1561971720000,0,43,16326.6,34.62,10.53,32.92,29.74,46.39,40.97,53.36,69.9,75.24,53.85,69.82,25.93,25.56,22.59,0,22.0376272
1561971780000,0,29,16351.6,34.67,10.29,32.98,32.77,46.29,40.98,53.49,69.52,75.55,55.39,69.78,25.99,25.63,22.63,0,19.44789289
1561971840000,0,32,16373.1,34.63,10.3,32.87,34.58,46.22,40.98,55.44,69.2,74.28,52.07,69.12,25.96,25.54,22.61,0,18.76539389
1561971900000,0,35,16387.5,34.61,10.48,33.05,35.02,45.86,40.98,55.36,68.9,74.32,51.87,69.13,25.95,25.51,22.6,1,21.41058635
1561971960000,0,27,16412.4,34.52,10.53,33.04,34.07,45.96,40.87,53.04,68.73,74.68,56.19,69.72,25.95,25.54,22.62,0,21.41064808
1561972020000,0,28,16430.2,34.64,10.54,33.11,32,45.9,41.04,55.05,68.4,75.77,58.69,70.2,25.9,25.52,22.53,0,19.44819988
1561972080000,0,29.27,16449,34.68,10.99,33.13,28.26,46.1,41.05,54.49,68.43,75.42,55.82,69.91,25.97,25.55,22.61,0,18.06712405
1561972140000,0,32,16476.11,34.68,10.66,33.07,23.48,45.86,41.03,53.27,68.29,75.34,52.91,70.05,25.99,25.54,22.65,1,22.03721322
1561972200000,0,32.5,16493.1,34.71,10.64,33.24,18.84,46.02,41.08,55.88,68.13,76.03,55.1,70.4,26,25.6,22.61,0,20.76939682
1561972260000,0,33,16508.5,34.67,10.39,33.06,14.62,46,41.01,59.7,68.25,76.08,56.67,70.26,25.95,25.42,22.56,0,18.76499808
1561972320000,0,20,16524,34.67,10.32,33.2,11.39,46.11,41,58.83,68.39,75.15,54.96,69.84,25.98,25.6,22.61,1,18.76524468
1561972380000,0,27.5,16549.2,34.7,10.33,33.32,8.95,46.3,40.87,55.76,68.71,75.06,52.28,69.55,25.97,25.54,22.63,0,22.65180013
1561972440000,0,35,16563.6,34.78,10.46,33.35,8.74,46.37,41.03,56.29,69.18,75.28,52.41,69.8,25.9,25.44,22.56,0,20.11636327
1561972500000,0,23,16582.7,34.75,10.26,33.39,11.17,46.43,40.9,59.22,69.74,75.1,54.04,69.56,25.96,25.53,22.6,0,18.76470318
1561972560000,0,25,16600.1,34.79,10.54,33.34,15.16,46.61,40.96,60.86,69.74,74.58,54.53,69.24,25.88,25.41,22.54,1,20.11615774
1561972620000,0,27,16622.5,34.79,10.4,33.13,19.7,46.39,41,59.46,69.11,74.49,53.52,69.14,25.95,25.5,22.6,0,22.03754325
